"","ID","Red_list_category","Latitude","Longitude","temperate_or_tropical","System","Primary_threat","year","Abundance"
"743867",20,"VU",-26.5,31.5,"Tropical","Terrestrial","Habitat loss",2000,0
"743880",7,"VU",-22,24,"Tropical","Terrestrial","Habitat loss",2000,704
"758067",407,"VU",47,20,"Temperate","Terrestrial","Habitat degradation/change",2001,1158
"758185",288,"LC",54.25,13.58333,"Temperate","Terrestrial","Exploitation",2001,312
"758247",226,"VU",32.83,71.62972,"Tropical","Terrestrial","Exploitation",2001,867
"758269",204,"CR",31.55,74.35,"Tropical","Terrestrial","Pollution",2001,778
"758275",198,"CR",19.59278,-155.51972,"Tropical","Terrestrial","Invasive spp/genes",2001,3400
"758281",192,"CR",-25,135,"Tropical","Terrestrial","Invasive spp/genes",2001,100
"758307",166,"EN",6.75,39.75,"Tropical","Terrestrial","Habitat loss",2001,707
"758362",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",2001,9400
"758425",48,"NT",4.15972,25.49889,"Tropical","Terrestrial","Exploitation",2001,30
"772653",407,"VU",47,20,"Temperate","Terrestrial","Habitat degradation/change",2002,1200
"772771",288,"LC",54.25,13.58333,"Temperate","Terrestrial","Exploitation",2002,137
"772855",204,"CR",31.55,74.35,"Tropical","Terrestrial","Pollution",2002,408
"772872",187,"NT",-29.03333,167.95,"Tropical","Terrestrial","Invasive spp/genes",2002,160
"772948",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",2002,10500
"772986",73,"LC",-30,26,"Tropical","Terrestrial","Habitat loss",2002,2500
"787239",407,"VU",47,20,"Temperate","Terrestrial","Habitat degradation/change",2003,1212
"787357",288,"LC",54.25,13.58333,"Temperate","Terrestrial","Exploitation",2003,100
"787441",204,"CR",31.55,74.35,"Tropical","Terrestrial","Pollution",2003,162
"787453",192,"CR",-25,135,"Tropical","Terrestrial","Invasive spp/genes",2003,113
"787489",156,"LC",2,33,"Tropical","Terrestrial","Habitat loss",2003,449
"787534",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",2003,11500
"787552",93,"EN",-1.16667,29.58333,"Tropical","Terrestrial","Habitat loss",2003,380
"787591",54,"LC",-30,26,"Tropical","Terrestrial","Invasive spp/genes",2003,18000
"787597",48,"NT",4.15972,25.49889,"Tropical","Terrestrial","Exploitation",2003,32
"787598",47,"NT",4.15972,25.49889,"Tropical","Terrestrial","Exploitation",2003,30
"787606",39,"LC",2,33,"Tropical","Terrestrial","Habitat loss",2003,3374
"801976",255,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",2004,33
"802032",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",2004,9393
"802075",156,"LC",2,33,"Tropical","Terrestrial","Habitat loss",2004,450
"802120",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",2004,11454
"802155",76,"CR",-15.62583,30.42111,"Tropical","Terrestrial","Exploitation",2004,3600
"802183",48,"NT",4.15972,25.49889,"Tropical","Terrestrial","Exploitation",2004,15
"802184",47,"NT",4.15972,25.49889,"Tropical","Terrestrial","Exploitation",2004,20
"802192",39,"LC",2,33,"Tropical","Terrestrial","Habitat loss",2004,3400
"816694",123,"VU",-0.25,30.18639,"Tropical","Terrestrial","Exploitation",2005,23
"816740",77,"NT",0.33333,32.58333,"Tropical","Terrestrial","Habitat loss",2005,55
"816769",48,"NT",4.15972,25.49889,"Tropical","Terrestrial","Exploitation",2005,4
"831247",156,"LC",2,33,"Tropical","Terrestrial","Habitat loss",2006,352
"831280",123,"VU",-0.25,30.18639,"Tropical","Terrestrial","Exploitation",2006,26
"831350",53,"LC",0.56667,30.36667,"Tropical","Terrestrial","Habitat loss",2006,2.05
"831364",39,"LC",2,33,"Tropical","Terrestrial","Habitat loss",2006,4660
"845866",123,"VU",-0.25,30.18639,"Tropical","Terrestrial","Exploitation",2007,17
"860452",123,"VU",-0.25,30.18639,"Tropical","Terrestrial","Exploitation",2008,19
"889517",230,"NT",21.33306,70.79167,"Tropical","Terrestrial","Habitat degradation/change",2010,310
"889591",156,"LC",2,33,"Tropical","Terrestrial","Habitat loss",2010,1409
"889654",93,"EN",-1.16667,29.58333,"Tropical","Terrestrial","Habitat loss",2010,480
"889708",39,"LC",2,33,"Tropical","Terrestrial","Habitat loss",2010,4099
"904294",39,"LC",2,33,"Tropical","Terrestrial","Habitat loss",2011,4001
